-2.000000000000000000e+00,1.306444885228291719e-01,2.442209946642667218e-01,4.565215989089270732e-01,6.611620606988792836e-01
-1.000000000000000000e+00,1.037590959534063773e-01,1.967522419137445189e-01,4.034699936100707429e-01,6.228669855554449519e-01
0.000000000000000000e+00,7.864960352514258068e-02,1.511134469156231175e-01,3.485635659978612022e-01,5.810862379299012170e-01
1.000000000000000000e+00,5.628195197654146942e-02,1.093962458347933486e-01,2.929111913561857072e-01,5.358317818951822131e-01
2.000000000000000000e+00,3.750612835892597891e-02,7.360554705337574166e-02,2.379642533321070230e-01,4.872599518814872965e-01
3.000000000000000000e+00,2.287840756108532048e-02,4.523339358963940349e-02,1.854754037690033996e-01,4.357226512891504422e-01
4.000000000000000000e+00,1.250081804073756644e-02,2.484536562978745255e-02,1.373728282040172777e-01,3.818231057275059959e-01
5.000000000000000000e+00,5.953867147778662411e-03,1.187228576154397697e-02,9.552991009221226126e-02,3.264683040042817286e-01
6.000000000000000000e+00,2.388290780932807080e-03,4.770877629011405219e-03,6.143977167360868685e-02,2.709039392348748798e-01
7.000000000000000000e+00,7.726748153784445544e-04,1.544752604386578909e-03,3.585830846410371919e-02,2.167101143566222410e-01
8.000000000000000000e+00,1.909077740759931440e-04,3.817791023739136591e-04,1.854315525205613505e-02,1.657298610478963319e-01
9.000000000000000000e+00,3.362722841961760005e-05,6.725332604873290876e-05,8.244400588958008050e-03,1.199031579065258368e-01
1.000000000000000000e+01,3.872108215522049698e-06,7.744201437787090470e-06,3.034185962138673427e-03,8.099515921031341659e-02
1.100000000000000000e+01,2.613067953575205064e-07,5.226135223468375557e-07,8.811877566865320820e-04,5.024692657619698327e-02
1.200000000000000000e+01,9.006010350628684266e-09,1.801202065276896747e-08,1.901363646990089857e-04,2.803827542070105872e-02
1.300000000000000000e+01,1.332931017530050646e-10,2.665863085837827384e-10,2.825179359079225375e-05,1.370918460392732581e-02
1.400000000000000000e+01,6.810189128780697434e-13,1.362021606610142044e-12,2.626898087493113088e-06,5.682777544106999874e-03
1.500000000000000000e+01,9.123957362628169917e-16,1.776356839400250465e-15,1.354827760616194013e-07,1.915745267907651523e-03
1.600000000000000000e+01,2.267395844454433937e-19,0.000000000000000000e+00,3.329609934694555559e-09,4.984001010862219383e-04
1.700000000000000000e+01,6.758969770654537135e-24,0.000000000000000000e+00,3.220124906716597337e-11,9.366741813315523912e-05
1.800000000000000000e+01,1.396014310906752619e-29,0.000000000000000000e+00,9.630965502317928385e-14,1.170059524244754568e-05
1.900000000000000000e+01,1.001073973570832849e-36,0.000000000000000000e+00,6.576591209611867635e-17,8.747238971278348891e-07
2.000000000000000000e+01,1.044243791881272283e-45,0.000000000000000000e+00,6.997279155418355843e-21,3.429036491612532705e-08
2.100000000000000000e+01,5.299697228870497603e-57,0.000000000000000000e+00,7.170120518488272202e-26,5.967611174970689677e-10
2.200000000000000000e+01,3.296088119284474207e-71,0.000000000000000000e+00,3.861396827692178713e-32,3.738375175835152436e-12
2.300000000000000000e+01,4.427638498434020314e-89,0.000000000000000000e+00,5.098069563249789044e-40,6.473336613110979681e-15
2.400000000000000000e+01,1.444419065772283066e-111,0.000000000000000000e+00,6.317810837570915254e-50,2.221857158455640713e-18
2.500000000000000000e+01,7.306969184647900436e-140,0.000000000000000000e+00,2.194383218662100683e-62,9.944966445547862102e-23
