-2.000000000000000000e+00,2.442209946642667218e-01,5.879131868487300627e-01,8.296341321449696160e-01,9.409533684915551977e-01
-1.000000000000000000e+00,1.967522419137445744e-01,5.362648625376579270e-01,8.015918510106149197e-01,9.300370252504270852e-01
0.000000000000000000e+00,1.511134469156230342e-01,4.791780167757098696e-01,7.685019772243545377e-01,9.168071987067004658e-01
1.000000000000000000e+00,1.093962458347932237e-01,4.173604051074799037e-01,7.296958784818188271e-01,9.007835729353919074e-01
2.000000000000000000e+00,7.360554705337572778e-02,3.521661005621841700e-01,6.845731155488287145e-01,8.814057958998963160e-01
3.000000000000000000e+00,4.523339358963951451e-02,2.856891392121381767e-01,6.327039961997631412e-01,8.580332209945737976e-01
4.000000000000000000e+00,2.484536562978750460e-02,2.207293354761535320e-01,5.739725179072927563e-01,8.299538493961254870e-01
5.000000000000000000e+00,1.187228576154392666e-02,1.605493524617303269e-01,5.087567056046869984e-01,7.964082361842639290e-01
6.000000000000000000e+00,4.770877629011325421e-03,1.083779864147853822e-01,4.381268255601700190e-01,7.566359956076744719e-01
7.000000000000000000e+00,1.544752604386568934e-03,6.671545535007700201e-02,3.640156415144776281e-01,7.099540113241501471e-01
8.000000000000000000e+00,3.817791023737836091e-04,3.664681110244041862e-02,2.892825380373787447e-01,6.558753574746282178e-01
9.000000000000000000e+00,6.725332604874402183e-05,1.748424414552962949e-02,2.175694712158754152e-01,5.942742158488112381e-01
1.000000000000000000e+01,7.744201437822066154e-06,7.004294294009885333e-03,1.528598444991975946e-01,5.255917550083337719e-01
1.100000000000000000e+01,5.226135224338014755e-07,2.257548853980182856e-03,9.873569226422240774e-02,4.510578194159473031e-01
1.200000000000000000e+01,1.801202062014914633e-08,5.545578503225417726e-04,5.749290727430536596e-02,3.728722643899810563e-01
1.300000000000000000e+01,2.665862034882430650e-10,9.693279275983139945e-05,2.945575806587139717e-02,2.942535824612531603e-01
1.400000000000000000e+01,1.362037825755675611e-12,1.105280146547723360e-05,1.288226495340583609e-02,2.192398374617915424e-01
1.500000000000000000e+01,1.824791472525633194e-15,7.367420687405278738e-07,4.629462663097015651e-03,1.521519455537684029e-01
1.600000000000000000e+01,4.534791688908867875e-19,2.500080315470780179e-08,1.302619274199688648e-03,9.673835013957340911e-02
1.700000000000000000e+01,1.351793954130907427e-23,3.628650155496797484e-10,2.699150246537754608e-04,5.521264696750858431e-02
1.800000000000000000e+01,2.792028621813505239e-29,1.808923601926560383e-12,3.810652539818293810e-05,2.758388006494677872e-02
1.900000000000000000e+01,2.002147947141665699e-36,2.349672384055325007e-15,3.322409504803260730e-06,1.168922128047043818e-02
2.000000000000000000e+01,2.088487583762544566e-45,5.616146076304387586e-19,1.580335456627323304e-07,4.038370207556853109e-03
2.100000000000000000e+01,1.059939445774099521e-56,1.594049970915056083e-23,3.507897181445309632e-09,1.081606947733523534e-03
2.200000000000000000e+01,6.592176238568948415e-71,3.095361618279283005e-29,2.984664730325356541e-11,2.106776981063920189e-04
2.300000000000000000e+01,8.855276996868040628e-89,2.053763162513195323e-36,7.597698463431291420e-14,2.752088163055281083e-05
2.400000000000000000e+01,2.888838131544566131e-111,1.942740190892270444e-45,4.235408252274904627e-17,2.176319411415111395e-06
2.500000000000000000e+01,1.461393836929580087e-139,8.717596186854431526e-57,3.490654033341597837e-21,9.155977458770403787e-08
